calendar_years,acara_sml_id,acara_sml_school_name,suburb,address,post_code,state,school_sector_code_desc,school_type_code_desc,year_range,total_enrollments,fte_total_enrollments,total_female_enrollments,total_male_enrollments,campus_type_code,school_url,latitude,longitude,street_lat,street_lon,geo_formatted_address,geo_suburb,geo_reliability,geo_supplier,atlas_suburb_id
2013,43377,Our Lady of Mt Carmel Catholic Primary School Mount Pritchard,BONNYRIGG,230 HUMPHRIES RD,2177,NSW,C,Primary," U, K-6",772,772,404,368,G,http://olmcmtpritchard.catholic.edu.au,-33.893614,150.898866,-33.893045,150.89829,"230 HUMPHRIES RD, BONNYRIGG, NSW 2177",BONNYRIGG,2,Sensis,
2013,43378,Mary Immaculate Catholic Primary School,BOSSLEY PARK,110 MIMOSA ROAD,2176,NSW,C,Primary," U, K-6",640,640,334,306,G,http://www.mibossleypark.catholic.edu.au,-33.860918,150.891568,-33.861094,150.89079,"110 MIMOSA RD, BOSSLEY PARK, NSW 2176",BOSSLEY PARK,2,Sensis,
2013,43379,St Bernard's Catholic Primary School,BOTANY,RAMSGATE STREET,2019,NSW,C,Primary," U, K-6",196,196,114,82,G,http://stbbotany.catholic.edu.au,-33.9454449,151.2001213,-33.9454449,151.2001213,"St BernardÃ¢ÂÂs Catholic Primary School, Ramsgate Street, Botany NSW 2019, Australia",BOTANY,3,Google,
2013,43380,St Thomas More's Catholic School,BRIGHTON-LE-SANDS,FRANCIS AVENUE,2216,NSW,C,Primary," U, K-6",199,199,97,102,G,http://stmbrighton.catholic.edu.au,-33.9549885,151.1528457,-33.9549885,151.1528457,"St Thomas MoreÃ¢ÂÂs Catholic School, Francis Avenue, Brighton-Le-Sands NSW 2216, Australia",BRIGHTON-LE-SANDS,3,Google,
2013,43381,Sacred Heart Catholic School,CABRAMATTA,GILMORE STREET,2166,NSW,C,Primary," U, K-6",489,489,243,246,G,http://shcabramatta.catholic.edu.au,-33.8899124,150.9363178,-33.8899124,150.9363178,"Sacred Heart Primary School, Gilmore Street, Cabramatta NSW 2166, Australia",CABRAMATTA,3,Google,
2013,43382,St Mel's Catholic Primary School,CAMPSIE,14 DUKE STREET,2194,NSW,C,Primary," U, K-6",300,300,132,168,G,http://www.stmcampsie.catholic.edu.au/,-33.911453,151.105794,-33.911182,151.106274,"14 DUKE ST, CAMPSIE, NSW 2194",CAMPSIE,2,Sensis,
2013,43383,Our Lady of Fatima Catholic Primary School,CARINGBAH,389 PORT HACKING ROAD,2229,NSW,C,Primary," U, K-6",652,652,315,337,G,http://olfcaringbah.catholic.edu.au,-34.044716,151.121819,-34.04498,151.12328,"389 PORT HACKING RD, CARINGBAH, NSW 2229",CARINGBAH,2,Sensis,
2013,43384,Blessed Sacrament Catholic Primary School,CLIFTON GARDENS,2 QUEEN STREET,2088,NSW,C,Primary," U, K-6",179,179,97,82,G,http://bscliftongardens.catholic.edu.au,-33.834986,151.244511,-33.834676,151.244556,"2 QUEEN ST, MOSMAN, NSW 2088",MOSMAN,2,Sensis,
2013,43385,Watsonia Primary School,WATSONIA,NELL STREET WEST,3087,VIC,G,Primary, Prep-6,160,160,72,88,G,http://www.watsoniaps.vic.edu.au,-37.7066643,145.0869968,-37.7066643,145.0869968,"Watsonia Primary School, 240 Nell Street, Watsonia VIC 3087, Australia",WATSONIA,3,Google,
2013,43386,St Anthony's Catholic Primary School,CLOVELLY,58 ARDEN STREET,2031,NSW,C,Primary," U, K-6",178,178,85,93,G,http://staclovelly.catholic.edu.au,-33.910877,151.25852,-33.910957,151.258896,"58-60 ARDEN ST, CLOVELLY, NSW 2031",CLOVELLY,2,Sensis,
2013,43387,St Mary's Catholic Primary School,CONCORD,60 BURTON STREET,2137,NSW,C,Primary," U, K-6",510,510,270,240,G,http://stmconcord.catholic.edu.au,-33.867944,151.102592,-33.86736,151.102673,"56-60 BURTON ST, CONCORD, NSW 2137",CONCORD,2,Sensis,
2013,43388,St Ambrose' Primary School,CONCORD WEST,STUART STREET,2138,NSW,C,Primary," U, K-6",431,431,228,203,G,http://stambconcord.catholic.edu.au,-33.8494343,151.0871011,-33.8494343,151.0871011,"St Ambrose School, Stuart Street, Concord West NSW 2138, Australia",CONCORD WEST,3,Google,
2013,43389,St Brigid's Catholic Primary School,COOGEE,160 COOGEE BAY RD,2034,NSW,C,Primary, K-6,213,213,106,107,G,http://stbcoogee.catholic.edu.au,-33.920017,151.253112,-33.920286,151.253069,"160-170 COOGEE BAY RD, COOGEE, NSW 2034",COOGEE,2,Sensis,
2013,43390,St Aloysius Catholic Primary School,CRONULLA,GIDDINGS AVENUE,2230,NSW,C,Primary," U, K-6",234,234,117,117,G,http://stacronulla.catholic.edu.au,-34.0575493,151.1536119,-34.0575493,151.1536119,"St Aloysius Catholic Primary School, Cronulla NSW 2230, Australia",CRONULLA,3,Google,
2013,43391,Holy Innocents' Catholic Primary School,CROYDON,86-98 QUEEN STREET,2132,NSW,C,Primary," U, K-6",200,200,92,108,G,http://hicroydon.catholic.edu.au,-33.876266,151.112645,-33.875933,151.112695,"86-98 QUEEN ST, CROYDON, NSW 2132",CROYDON,2,Sensis,
2013,43392,St Francis Xavier Catholic School Ashbury,CROYDON PARK,40-44 FORBES ST,2133,NSW,C,Primary," U, K-6",297,297,150,147,G,http://stfxashbury.catholic.edu.au,-33.896955,151.114351,-33.896894,151.113814,"40-44 FORBES ST, CROYDON PARK, NSW 2133",CROYDON PARK,2,Sensis,
2013,43393,St Michael's Catholic Primary School,DACEYVILLE,HAIG AVENUE,2032,NSW,C,Primary," U, K-6",203,203,94,109,G,http://stmdaceyville.catholic.edu.au,-33.9295216,151.225816,-33.9295216,151.225816,"St MichaelÃ¢ÂÂs School, Daceyville NSW 2032, Australia",DACEYVILLE,3,Google,
2013,43394,St Therese's Catholic Primary School,DENISTONE,448 BLAXLAND ROAD,2114,NSW,C,Primary," U, K-6",160,160,78,82,G,http://sttdenistone.catholic.edu.au,-33.797728,151.094079,-33.797341,151.09429,"444-448 BLAXLAND RD, DENISTONE, NSW 2114",DENISTONE,2,Sensis,
2013,43395,St Mark's Catholic Primary School,DRUMMOYNE,31 TRANMERE ST,2047,NSW,C,Primary," U, K-6",337,337,174,163,G,http://stmdrummoyne.catholic.edu.au,-33.855576,151.153736,-33.855274,151.154052,"31 TRANMERE ST, DRUMMOYNE, NSW 2047",DRUMMOYNE,2,Sensis,
2013,43611,St Joseph's Primary School,JUNEE,KITCHENER STREET,2663,NSW,C,Primary," U, K-6",110,110,51,59,G,http://www.sjjuww.catholic.edu.au,-34.8727054753,147.5777113,-34.8727054753,147.5777113,"KITCHENER ST, JUNEE, NSW 2663",JUNEE,4,Sensis,
2013,43396,St Paul of The Cross Catholic Primary School,DULWICH HILL,16 MAY ST,2203,NSW,C,Primary," U, K-6",325,325,145,180,G,http://stpcdulwichhill.catholic.edu.au,-33.905089,151.134954,-33.905089,151.134954,"12 MAY ST, DULWICH HILL, NSW 2203",DULWICH HILL,2,Sensis,
2013,43397,Our Lady of Lourdes Catholic Primary School,EARLWOOD,ST JAMES AVENUE,2206,NSW,C,Primary," U, K-6",410,410,237,173,G,http://ololearlwood.catholic.edu.au,-33.9273504,151.1263039,-33.9273504,151.1263039,"Our Lady of Lourdes Catholic Primary School, Saint James Avenue, Earlwood NSW 2206, Australia",EARLWOOD,3,Google,
2013,43398,St Kevin's Catholic Primary School,EASTWOOD,28 HILLVIEW ROAD,2122,NSW,C,Primary," U, K-6",404,404,171,233,G,http://stkeastwood.catholic.edu.au,-33.789748,151.078671,-33.789427,151.078644,"28 HILLVIEW RD, EASTWOOD, NSW 2122",EASTWOOD,2,Sensis,
2013,43399,St Joseph's Catholic Primary School,ENFIELD,126 LIVERPOOL ROAD,2136,NSW,C,Primary," U, K-6",505,505,244,261,G,http://stjenfield.catholic.edu.au,-33.888326,151.100746,-33.887612,151.10081,"126 LIVERPOOL RD, ENFIELD, NSW 2136",ENFIELD,2,Sensis,
2013,43400,St John Bosco Catholic Primary School,ENGADINE,BANKSIA AVENUE,2233,NSW,C,Primary," U, K-6",823,823,405,418,G,http://sjbpsengadine.catholic.edu.au,-34.0661596,151.0088433,-34.0661596,151.0088433,"St John Bosco Primary School, Engadine NSW 2233, Australia",ENGADINE,3,Google,
2013,43401,St Pius' Catholic Primary School,ENMORE,209 EDGEWARE ROAD,2042,NSW,C,Primary," U, K-6",179,179,79,100,G,http://stpenmore.catholic.edu.au,-33.907347,151.173934,-33.907139,151.174364,"209 EDGEWARE RD, NEWTOWN, NSW 2042",NEWTOWN,2,Sensis,
2013,43402,St Mary's Catholic Primary School,ERSKINEVILLE,54 SWANSON STREET,2043,NSW,C,Primary," U, K-6",203,203,105,98,G,http://stmerskineville.catholic.edu.au/,-33.899932,151.187448,-33.900243,151.187406,"54 SWANSON ST, ERSKINEVILLE, NSW 2043",ERSKINEVILLE,2,Sensis,
2013,43403,Our Lady of the Rosary Catholic Primary School,FAIRFIELD,20 VINE STREET,2165,NSW,C,Primary," U, K-6",643,643,337,306,G,http://olrfairfield.catholic.edu.au/,-33.872309,150.959784,-33.872691,150.958835,"20 VINE ST, FAIRFIELD, NSW 2165",FAIRFIELD,2,Sensis,
2013,43404,All Hallows Catholic Primary School,FIVE DOCK,1 HALLEY ST,2046,NSW,C,Primary," U, K-6",399,399,221,178,G,http://ahpsfivedock.catholic.edu.au,-33.86104,151.133503,-33.860679,151.133438,"1 HALLEY ST, FIVE DOCK, NSW 2046",FIVE DOCK,2,Sensis,
2013,43405,St Mary's Catholic Primary School,GEORGES HALL,REX ROAD,2198,NSW,C,Primary," U, K-6",363,363,171,192,G,http://www.stmgeorgeshall.catholic.edu.au,-33.9105572,150.983278,-33.9105572,150.983278,"St Mary Queen Of Heaven Catholic School, Georges Hall NSW 2198, Australia",GEORGES HALL,3,Google,
2013,43406,Our Lady Queen of Peace Catholic Primary School,GLADESVILLE,CNR WESTMINSTER RD AND OXFORD ST,2111,NSW,C,Primary," U, K-6",211,211,110,101,G,http://olqpgladesville.catholic.edu.au,-33.824734,151.127071,-33.824734,151.127071,"INTERSECTION OF OXFORD ST AND WESTMINSTER RD, GLADESVILLE, NSW 2111",GLADESVILLE,4,Sensis,
2013,43407,St James Catholic Primary School,GLEBE,2 WOOLLEY ST,2037,NSW,C,Primary," U, K-6",106,106,43,63,G,http://www.stjforestlodge.catholic.edu.au,-33.879635,151.185123,-33.879869,151.184792,"2 WOOLLEY ST, GLEBE, NSW 2037",GLEBE,2,Sensis,
2013,43408,St John Vianney's Catholic Primary School,GREENACRE,78 TEMPE STREET,2190,NSW,C,Primary," U, K-6",316,316,162,154,G,http://stjvgreenacre.catholic.edu.au,-33.90375,151.059368,-33.903814,151.059661,"78 TEMPE ST, GREENACRE, NSW 2190",GREENACRE,2,Sensis,
2013,43409,St Catherine LabourÃÂÃÂ© Catholic Primary School,GYMEA,CNR PRESIDENT AVE & GYMEA BAY RD,2227,NSW,C,Primary," U, K-6",465,465,233,232,G,http://sclgymea.catholic.edu.au,-34.0370081,151.0840044,-34.0370081,151.0840044,"St. Catherine LabourÃÂ© Primary School, 123 Gymea Bay Road, Gymea NSW 2227, Australia",GYMEA,3,Google,
2013,43410,St Joan Of Arc Catholic Primary School,HABERFIELD,88 DALHOUSIE ST,2045,NSW,C,Primary," U, K-6",327,327,176,151,G,http://stjahaberfield.catholic.edu.au,-33.879105,151.139265,-33.879379,151.139635,"82-88 DALHOUSIE ST, HABERFIELD, NSW 2045",HABERFIELD,2,Sensis,
2013,43411,Marion Catholic Primary School,HORSLEY PARK,1788 THE HORSLEY DRIVE,2175,NSW,C,Primary," U, K-6",189,189,87,102,G,http://marionhorsleypark.catholic.edu.au,-33.842211,150.850977,-33.841311,150.850984,"1788 THE HORSLEY DR, HORSLEY PARK, NSW 2175",HORSLEY PARK,2,Sensis,
2013,43412,Good Shepherd Catholic Primary School,HOXTON PARK,21 TWENTIETH AVENUE,2171,NSW,C,Primary," U, K-6",382,382,201,181,G,http://gshoxtonpark.catholic.edu.au,-33.929879,150.862626,-33.929463,150.862722,"21 TWENTIETH AV, HOXTON PARK, NSW 2171",HOXTON PARK,2,Sensis,
2013,43413,Villa Maria Catholic Primary School,HUNTERS HILL,MARK STREET,2110,NSW,C,Primary," U, K-6",415,415,200,215,G,http://www.vmhuntershill.com,-33.8300536,151.1394094,-33.8300536,151.1394094,"Villa Maria Primary School, Mark Street, Hunters Hill NSW 2110, Australia",HUNTERS HILL,3,Google,
2013,43414,St Mary's Star of the Sea Catholic Primary School,HURSTVILLE,24-26 CROYDON ROAD,2220,NSW,C,Primary," U, K-6",378,378,208,170,G,http://stmsshurstville.catholic.edu.au,-33.96109,151.112585,-33.961479,151.112132,"24-26 CROYDON RD, BEXLEY, NSW 2207",BEXLEY,2,Sensis,
2013,43415,Our Lady of the Rosary Catholic Primary School,KENSINGTON,KENSINGTON ROAD,2033,NSW,C,Primary," U, K-6",447,447,234,213,G,http://olrkensington.catholic.edu.au,-33.9122308,151.2208474,-33.9122308,151.2208474,"Our Lady of the Rosary Primary School, Kensington Road, Kensington NSW 2033, Australia",KENSINGTON,3,Google,
2013,43416,Our Lady of Fatima Catholic Primary School,KINGSGROVE,51 CAROLINE STREET,2208,NSW,C,Primary," U, K-6",423,423,245,178,G,http://olfkingsgrove.catholic.edu.au,-33.942035,151.103586,-33.941936,151.104056,"51 CAROLINE ST, KINGSGROVE, NSW 2208",KINGSGROVE,2,Sensis,
2013,43417,St Patrick's Catholic Primary School,KOGARAH,36 CHAPEL STREET,2217,NSW,C,Primary," U, K-6",379,379,184,195,G,http://stpatskogarah.catholic.edu.au/,-33.967914,151.135831,-33.967961,151.13524,"36 CHAPEL ST, KOGARAH, NSW 2217",KOGARAH,2,Sensis,
2013,43418,St Therese's Catholic Primary School,LAKEMBA,2A YERRICK ROAD,2195,NSW,C,Primary," U, K-6",244,244,124,120,G,http://www.sttlakemba.catholic.edu.au/,-33.916143,151.078126,-33.915983,151.078395,"2A YERRICK RD, LAKEMBA, NSW 2195",LAKEMBA,2,Sensis,
2013,43419,St Michael's Catholic Primary School,LANE COVE,181-187 LONGUEVILLE ROAD,2066,NSW,C,Primary," U, K-6",556,556,263,293,G,http://www.stmichaelslanecove.com,-33.819231,151.169732,-33.819242,151.170191,"181-187 LONGUEVILLE RD, LANE COVE, NSW 2066",LANE COVE,2,Sensis,
2013,43420,St Fiacre's Catholic Primary School,LEICHHARDT,98 CATHERINE STREET,2040,NSW,C,Primary," U, K-6",127,127,52,75,G,http://stfleichhardt.catholic.edu.au,-33.884491,151.161975,-33.884612,151.162354,"98 CATHERINE ST, LEICHHARDT, NSW 2040",LEICHHARDT,2,Sensis,
2013,43421,St Joachim's Catholic Primary School,LIDCOMBE,7 MARY STREET,2141,NSW,C,Primary," U, K-6",338,338,155,183,G,http://stjlidcombe.catholic.edu.au,-33.862978,151.046078,-33.862443,151.046179,"7 MARY ST, LIDCOMBE, NSW 2141",LIDCOMBE,2,Sensis,
2013,43422,All Saints Catholic Primary School,LIVERPOOL,GEORGE STREET,2170,NSW,C,Primary," U, K-6",650,650,329,321,G,http://www.asliverpool.catholic.edu.au,-33.919555,150.9256898,-33.919555,150.9256898,"ALL Saints Catholic Primary School, 44 George St, Liverpool NSW 2170, Australia",LIVERPOOL,3,Google,
2013,43423,St Francis Xavier's Catholic Primary School,LURNEA,71 WEBSTER RD,2170,NSW,C,Primary," U, K-6",236,236,112,124,G,http://stfxlurnea.catholic.edu.au,-33.933219,150.899267,-33.933692,150.90037,"71 WEBSTER RD, LURNEA, NSW 2170",LURNEA,2,Sensis,
2013,43424,St Andrew's Catholic Primary School,MALABAR,18 PRINCE EDWARD STREET,2036,NSW,C,Primary," U, K-6",388,388,195,193,G,http://stamalabar.catholic.edu.au,-33.964197,151.24742,-33.96397,151.247677,"16-18 PRINCE EDWARD ST, MALABAR, NSW 2036",MALABAR,2,Sensis,
2013,43425,Our Lady of the Annunciation Catholic School,PAGEWOOD,DONOVAN AVENUE,2035,NSW,C,Primary," U, K-6",195,195,103,92,G,http://olapagewood.catholic.edu.au,-33.9469741,151.229251,-33.9469741,151.229251,"Our Lady of the Annunciation School, 31 Donovan Avenue, Maroubra NSW 2035, Australia",MAROUBRA,3,Google,
2013,43426,St Mary - St Joseph Catholic Primary School,MAROUBRA,280 FITZGERALD AVENUE,2035,NSW,C,Primary," U, K-6",297,297,152,145,G,http://smsjmaroubra.catholic.edu.au,-33.947311,151.252549,-33.947837,151.252463,"274-280 FITZGERALD AV, MAROUBRA, NSW 2035",MAROUBRA,2,Sensis,
2013,43427,St Aidan's Catholic Primary School,MAROUBRA JUNCTION,214 MAROUBRA ROAD,2035,NSW,C,Primary," U, K-6",185,185,82,103,G,http://stamaroubra.catholic.edu.au,-33.941566,151.242183,-33.941965,151.242121,"214 MAROUBRA RD, MAROUBRA, NSW 2035",MAROUBRA,2,Sensis,
2013,43428,St Brigid's Catholic Primary School,MARRICKVILLE,392A MARRICKVILLE ROAD,2204,NSW,C,Primary," U, K-6",379,379,191,188,G,http://stbmarrickville.catholic.edu.au/,-33.90923,151.152287,-33.908706,151.152466,"392A MARRICKVILLE RD, MARRICKVILLE, NSW 2204",MARRICKVILLE,2,Sensis,
2013,43429,St Anthony's Catholic Primary School,MARSFIELD,CNR BALACLAVA AND AGINCOURT RDS,2122,NSW,C,Primary," U, K-6",255,255,140,115,G,http://stamarsfield.catholic.edu.au,-33.780806,151.1030495,-33.780806,151.1030495,"St Anthony's School, Marsfield NSW 2122, Australia",MARSFIELD,3,Google,
2013,43430,St Therese Catholic Primary School,MASCOT,43 SUTHERLAND STREET,2020,NSW,C,Primary," U, K-6",639,639,303,336,G,http://sttmascot.catholic.edu.au,-33.925197,151.20158,-33.925101,151.201089,"37-43 SUTHERLAND ST, ROSEBERY, NSW 2018",ROSEBERY,2,Sensis,
2013,43431,St Agnes' Catholic Primary School,MATRAVILLE,511 BUNNERONG ROAD,2036,NSW,C,Primary," U, K-6",192,192,87,105,G,http://www.stagnesmatraville.com.au,-33.958815,151.231819,-33.958881,151.231471,"509-511 BUNNERONG RD, MATRAVILLE, NSW 2036",MATRAVILLE,2,Sensis,
2013,43432,St Michael's Catholic Primary School,MEADOWBANK,MAXIN STREET,2114,NSW,C,Primary," U, K-6",323,322.2,159,164,G,http://smpsmeadowbank.catholic.edu.au,-33.8160945,151.0907685,-33.8160945,151.0907685,"Meadowbank NSW, Australia",MEADOWBANK,4,Google,
2013,43433,Holy Family Catholic Primary School,MENAI,ANZAC ROAD,2234,NSW,C,Primary," U, K-6",780,780,379,401,G,http://hfmenai.catholic.edu.au,-34.0214234732,151.022651846,-34.0214234732,151.022651846,"ANZAC RD, BANGOR, NSW 2234",BANGOR,4,Sensis,
2013,43434,St Therese Catholic Primary School,SADLEIR,96 CARTWRIGHT AVE,2168,NSW,C,Primary," U, K-6",338,338,175,163,G,http://sttsadleir.catholic.edu.au,-33.920515,150.886325,-33.919981,150.886527,"96 CARTWRIGHT AV, MILLER, NSW 2168",MILLER,2,Sensis,
2013,43435,Our Lady Star of the Sea Catholic School,MIRANDA,44 KIORA ROAD,2228,NSW,C,Primary," U, K-6",437,437,196,241,G,http://olssmiranda.catholic.edu.au,-34.033077,151.104073,-34.032597,151.103432,"44 KIORA RD, MIRANDA, NSW 2228",MIRANDA,2,Sensis,
2013,43436,St Joseph's Catholic Primary School,MOOREBANK,35-45 NUWARRA ROAD,2170,NSW,C,Primary," U, K-6",346,346,177,169,G,http://stjmoorebank.catholic.edu.au,-33.927785,150.954917,-33.927702,150.955553,"35 NUWARRA RD, CHIPPING NORTON, NSW 2170",CHIPPING NORTON,2,Sensis,
2013,43437,Sacred Heart Catholic Primary School,MOSMAN,8 CARDINAL ST,2088,NSW,C,Primary," U, K-6",378,378,194,184,G,http://www.shmosman.catholic.edu.au,-33.824687,151.236081,-33.824769,151.2365,"8 CARDINAL ST, MOSMAN, NSW 2088",MOSMAN,2,Sensis,
2013,43438,St Columba's Catholic Primary School,LEICHHARDT NORTH,215 ELSWICK ST,2040,NSW,C,Primary," U, K-6",156,155.2,64,92,G,http://scpsleichhardt.catholic.edu.au,-33.87781,151.152411,-33.87781,151.152411,"ST Columba's Primary School Leichhardt North, 215 Elswick Street, Leichhardt NSW 2040, Australia",LEICHHARDT,3,Google,
2013,43439,Holy Spirit Catholic Primary School,NORTH RYDE,195 COXS ROAD,2113,NSW,C,Primary," U, K-6",574,574,313,261,G,http://hsnryde.catholic.edu.au,-33.794589,151.123205,-33.795379,151.12258,"195 COXS RD, NORTH RYDE, NSW 2113",NORTH RYDE,2,Sensis,
2013,43440,St Mary's Catholic Primary School,NORTH SYDNEY,40 RIDGE STREET,2060,NSW,C,Primary," U, K-6",228,228,121,107,G,http://stmns.com,-33.832168,151.20741,-33.83274,151.207337,"40 RIDGE ST, NORTH SYDNEY, NSW 2060",NORTH SYDNEY,2,Sensis,
2013,43441,St Joseph's Catholic Primary School,OATLEY,21 ROSA STREET,2223,NSW,C,Primary," U, K-6",206,206,103,103,G,http://stjoatley.catholic.edu.au,-33.981925,151.082394,-33.981936,151.08276,"21 ROSA ST, OATLEY, NSW 2223",OATLEY,2,Sensis,
2013,43442,St Francis of Assisi Regional Catholic Primary School,PADDINGTON,64 GORDON ST,2021,NSW,C,Primary," U, K-6",232,232,127,105,G,http://stfpaddington.catholic.edu.au,-33.888495,151.231726,-33.88916,151.231099,"64 GORDON ST, PADDINGTON, NSW 2021",PADDINGTON,2,Sensis,
2013,43443,St Therese Catholic Primary School,PADSTOW,48 CHAMBERLAIN RD,2211,NSW,C,Primary," U, K-6",209,209,110,99,G,http://sttpadstow.catholic.edu.au,-33.962592,151.031195,-33.962693,151.031719,"48 CHAMBERLAIN RD, PADSTOW, NSW 2211",PADSTOW,2,Sensis,
2013,43444,St Christopher's Catholic Primary School,PANANIA,237 TOWER STREET,2213,NSW,C,Primary," U, K-6",510,510,236,274,G,http://stcpanania.catholic.edu.au,-33.9571,150.996815,-33.955976,150.996933,"237 TOWER ST, PANANIA, NSW 2213",PANANIA,2,Sensis,
2013,43445,St Declan's Catholic Primary School,PENSHURST,94 PENSHURST ST,2222,NSW,C,Primary," U, K-6",425,425,242,183,G,http://stdpenshurst.catholic.edu.au,-33.962381,151.086345,-33.96262,151.086105,"94 PENSHURST ST, PENSHURST, NSW 2222",PENSHURST,2,Sensis,
2013,43446,St Jerome's Catholic Primary School,PUNCHBOWL,ROSSMORE AVE,2196,NSW,C,Primary," U, K-6",303,303,140,163,G,http://stjpunchbowl.catholic.edu.au,-33.9287888442,151.055993096,-33.9287888442,151.055993096,"ROSSMORE AV, PUNCHBOWL, NSW 2196",PUNCHBOWL,4,Sensis,
2013,43447,Our Lady of the Sacred Heart Catholic Primary School,RANDWICK,193 AVOCA STREET,2031,NSW,C,Primary," U, K-6",414,414,220,194,G,http://olshrandwick.catholic.edu.au,-33.915995,151.242611,-33.915753,151.241472,"189-193 AVOCA ST, RANDWICK, NSW 2031",RANDWICK,2,Sensis,
2013,43448,St Margaret Mary's Catholic Primary School,RANDWICK NORTH,CNR AVOCA ST AND CLOVELLY RD,2031,NSW,C,Primary," U, K-6",183,183,86,97,G,http://stmmrandwick.catholic.edu.au,-33.9052597,151.2446804,-33.9052597,151.2446804,"ST Margaret Marys School, Randwick NSW 2031, Australia",RANDWICK,3,Google,
2013,43449,St Peter Chanel Catholic Primary School,REGENTS PARK,43 REGENT STREET,2143,NSW,C,Primary," U, K-6",406,406,193,213,G,http://spcregentspark.catholic.edu.au,-33.878875,151.027825,-33.878702,151.026925,"43 REGENT ST, REGENTS PARK, NSW 2143",REGENTS PARK,2,Sensis,
2013,43450,St Luke's Catholic Primary School,REVESBY,75-79 VICTORIA STREET,2212,NSW,C,Primary," U, K-6",616,616,323,293,G,http://www.stlrevesby.catholic.edu.au/,-33.945543,151.016359,-33.945468,151.016017,"75-79 VICTORIA ST, REVESBY, NSW 2212",REVESBY,2,Sensis,
2013,43451,St Joseph's Catholic Primary School,RIVERWOOD,28-32 THURLOW ST,2210,NSW,C,Primary," U, K-6",331,331,159,172,G,http://stjriverwood.catholic.edu.au,-33.951602,151.05279,-33.951602,151.05279,"60 THURLOW ST, RIVERWOOD, NSW 2210",RIVERWOOD,2,Sensis,
2013,43452,St Joseph's Catholic Primary School,ROCKDALE,WATKIN STREET,2216,NSW,C,Primary," U, K-6",198,198,92,106,G,http://stjrockdale.catholic.edu.au,-33.9516849,151.1338936,-33.9516849,151.1338936,"St Joseph's Catholic Primary School, Watkin Street, Rockdale NSW 2216, Australia",ROCKDALE,3,Google,
2013,43453,McAuley Catholic Primary School,ROSE BAY,8 CARLISLE ST,2029,NSW,C,Primary," U, K-6",162,162,100,62,G,http://mcauley.catholic.edu.au,-33.870293,151.272039,-33.870557,151.272223,"8-12 CARLISLE ST, ROSE BAY, NSW 2029",ROSE BAY,2,Sensis,
2013,43454,St Charles Catholic Primary School,RYDE,582 VICTORIA ROAD,2112,NSW,C,Primary," U, K-6",479,479,247,232,G,http://scpsryde.catholic.edu.au,-33.819193,151.114859,-33.818679,151.115145,"582 VICTORIA RD, RYDE, NSW 2112",RYDE,2,Sensis,
2013,43455,St Finbar's School,SANS SOUCI,BROUGHTON ST,2219,NSW,C,Primary," U, K-6",224,224,108,116,G,http://stfsanssouci.catholic.edu.au,-33.9922288,151.1287666,-33.9922288,151.1287666,"The Promenade Near St Finbars School, Sans Souci NSW 2219, Australia",SANS SOUCI,3,Google,
2013,43456,Immaculate Heart of Mary Catholic Primary School,SEFTON,10 KERRINEA STREET,2162,NSW,C,Primary," U, K-6",390,390,181,209,G,http://ihmsefton.catholic.edu.au,-33.886854,151.008551,-33.887335,151.008934,"6-10 KERRINEA RD, SEFTON, NSW 2162",SEFTON,2,Sensis,
2013,43457,St Gertrude's Catholic Primary School,SMITHFIELD,1-11 JUSTIN STREET,2164,NSW,C,Primary," U, K-6",702,702,365,337,G,http://stgsmithfield.catholic.edu.au,-33.854756,150.938799,-33.854602,150.938024,"1-11 JUSTIN ST, SMITHFIELD, NSW 2164",SMITHFIELD,2,Sensis,
2013,43458,St Raphael's Catholic Primary School,SOUTH HURSTVILLE,82 GEORGE STREET,2221,NSW,C,Primary," U, K-6",208,208,97,111,G,http://strhurstville.catholic.edu.au,-33.975379,151.110679,-33.975548,151.110486,"82 GEORGE ST, SOUTH HURSTVILLE, NSW 2221",SOUTH HURSTVILLE,2,Sensis,
2013,43459,St Michael's Catholic Primary School,STANMORE,PERCIVAL ROAD,2048,NSW,C,Primary," U, K-6",139,139,76,63,G,http://stmstanmore.catholic.edu.au/,-33.8923078,151.1648772,-33.8923078,151.1648772,"St MichaelÃ¢ÂÂs Catholic Primary School, Percival Road, Stanmore NSW 2048, Australia",STANMORE,3,Google,
2013,43460,St Martha's Catholic Primary School,STRATHFIELD,88 CHURCHILL AVENUE,2135,NSW,C,Primary," U, K-6",311,311,158,153,G,http://stmstrathfield.catholic.edu.au,-33.873898,151.087585,-33.873533,151.087454,"88 CHURCHILL AV, STRATHFIELD, NSW 2135",STRATHFIELD,2,Sensis,
2013,43461,St Anne's Catholic Primary School,STRATHFIELD SOUTH,ST ANNE'S SQUARE,2136,NSW,C,Primary," U, K-6",169,169,94,75,G,http://stastrathfield.catholic.edu.au,-33.8923050112,151.078390328,-33.8923050112,151.078390328,"ST ANNES SQ, STRATHFIELD SOUTH, NSW 2136",STRATHFIELD SOUTH,4,Sensis,
2013,43462,St Patrick's Catholic Primary School,SUMMER HILL,9 DRYNAN ST,2130,NSW,C,Primary," U, K-6",178,178,89,89,G,http://www.stpsummerhill.catholic.edu.au/,-33.893942,151.133043,-33.893569,151.13306,"5-9 DRYNAN ST, SUMMER HILL, NSW 2130",SUMMER HILL,2,Sensis,
